;;;;;;;;;;;;;;;;;;ACR - observers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ConstructionXUHD15_0_5;3;2;2;2;1;1;2;2;3;2;1;1;2;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;1;2;2;2;2;2;1;2;2;1;2;2;2;2;1;1;2;2;2;2;2;1;2;1;1;1;1;1;1;1;;0.86683;68.49;1.567;0.5635;35.97%;3%;;60;2
ConstructionXUHD15_0_75;2;2;1;1;1;1;1;1;1;2;1;2;1;1;2;1;1;1;1;1;2;2;1;1;2;2;1;1;1;1;2;2;1;1;2;2;1;1;1;1;2;2;1;1;1;1;1;1;1;2;1;2;1;1;2;1;1;1;1;1;;0.77712;58.92;1.3;0.4621;35.55%;0%;;60;0
ConstructionXUHD15_1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.72645;52.38;1;0;0.00%;0%;;60;0
Construction UHD 5 Mbit/H265 (HEVC);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ConstructionXUHD5_0_1;4;4;4;3;3;3;3;4;3;3;3;3;3;4;3;3;3;3;3;3;4;4;3;3;4;3;3;3;3;4;4;4;4;3;4;3;3;3;3;4;4;4;4;3;2;3;3;4;3;3;3;3;3;4;3;3;3;3;3;3;;0.9734;92.31;3.3;0.4975;15.07%;98%;;60;59
ConstructionXUHD5_0_2;3;3;3;2;2;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;2;2;3;2;2;2;3;3;3;3;2;2;3;2;2;2;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;;0.96863;93.45;2.767;0.4265;15.42%;77%;;60;46
ConstructionXUHD5_0_5;2;2;3;3;3;3;3;2;3;2;2;2;2;1;3;2;1;2;3;2;2;2;3;3;2;3;3;2;2;2;2;2;3;3;2;1;1;2;2;2;2;2;3;3;3;3;3;2;3;2;2;2;3;3;3;2;3;2;3;2;;0.92849;80.32;2.35;0.6058;25.78%;42%;;60;25
ConstructionXUHD5_0_75;1;2;1;2;2;1;1;2;1;1;1;2;1;1;2;1;2;2;2;2;2;1;2;2;1;2;1;1;1;1;2;1;2;2;1;2;1;1;1;1;2;2;1;2;2;1;1;2;1;1;1;2;1;1;2;1;2;3;2;2;;0.88352;75.37;1.5;0.5368;35.79%;2%;;60;1
ConstructionXUHD5_1;2;1;1;1;1;1;1;1;2;2;2;2;1;2;1;1;1;2;2;1;2;2;1;1;1;1;1;2;2;1;2;2;1;1;1;1;1;2;2;1;2;1;1;1;1;1;1;1;2;2;2;2;1;2;1;1;1;2;2;1;;0.84959;63.86;1.4;0.494;35.29%;0%;;60;0
Runners FHD 10 Mbit/H264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RunnersFHD10_0_1;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;;0.95379;94.8;3.083;0.2787;9.04%;100%;;60;60
RunnersFHD10_0_2;3;3;3;3;2;3;3;3;2;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;2;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;;0.94281;94.34;2.9;0.3025;10.43%;90%;;60;54
RunnersFHD10_0_3;3;2;3;3;2;3;2;2;3;3;2;2;2;3;3;2;2;3;3;3;2;2;3;2;2;2;3;2;2;2;3;2;3;3;2;3;2;2;3;3;2;2;2;3;3;2;2;3;3;3;2;2;3;2;2;2;3;2;2;2;;0.8728;67.8;2.433;0.4997;20.54%;43%;;60;26
RunnersFHD10_0_5;3;2;2;2;2;1;2;1;1;2;1;2;1;2;2;2;2;3;2;2;2;1;1;2;1;2;3;2;2;2;2;2;2;2;1;1;2;3;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;1;1;2;2;;0.76276;60.55;1.8;0.5462;30.34%;7%;;60;4
RunnersFHD10_1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.71614;37.7;1.017;0.1291;12.70%;0%;;60;0
Runners FHD 15 Mbit/H264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RunnersFHD15_0_1;2;2;3;3;2;2;3;3;3;3;2;3;3;2;2;2;2;3;3;2;3;2;3;3;2;2;2;3;3;2;2;2;3;3;2;2;3;3;3;3;2;3;3;2;2;2;2;3;3;2;3;2;3;3;2;2;2;3;3;2;;0.95086;85.07;2.5;0.5042;20.17%;50%;;60;30
RunnersFHD15_0_2;3;2;2;2;2;2;3;2;2;2;3;2;2;2;3;2;2;3;2;2;2;2;3;2;3;2;2;2;2;3;3;2;2;2;2;2;3;2;2;2;3;2;2;2;3;2;2;3;2;2;2;2;3;2;3;2;2;2;2;3;;0.90291;64.57;2.267;0.4459;19.67%;27%;;60;16
RunnersFHD15_0_3;2;2;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;1;1;2;2;2;1;2;2;1;1;1;2;1;1;2;1;2;1;2;2;2;1;1;2;1;2;2;1;2;2;1;2;1;2;1;1;2;2;1;1;1;2;;0.90818;56.18;1.567;0.4997;31.90%;0%;;60;0
RunnersFHD15_0_5;1;1;1;1;1;1;1;2;1;1;1;1;2;1;2;2;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;2;2;1;1;2;1;1;1;1;1;2;2;2;2;2;2;1;1;2;1;1;2;2;2;1;1;1;1;1;;0.8326;44.95;1.35;0.481;35.63%;0%;;60;0
RunnersFHD15_0_75;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;;0.78911;35.52;1.067;0.2515;23.58%;0%;;60;0
RunnersFHD15_1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.63422;27.78;1;0;0.00%;0%;;60;0
Runners FHD 5 Mbit/H264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RunnersFHD5_0_1;3;3;3;3;3;2;3;3;2;2;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;2;3;3;3;3;2;3;3;2;3;3;3;3;3;3;3;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;;0.98321;94.7;2.833;0.3758;13.26%;83%;;60;50
RunnersFHD5_0_2;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;2;3;3;2;3;3;3;3;3;3;3;2;2;3;3;;0.97187;91.09;2.85;0.3601;12.63%;85%;;60;51
RunnersFHD5_0_3;3;2;2;2;2;2;3;2;2;3;2;2;3;2;2;2;3;2;2;2;2;3;2;2;2;2;3;2;2;3;3;2;2;2;2;2;3;2;2;2;2;2;3;2;2;2;3;2;2;2;3;3;2;2;2;2;3;2;2;2;;0.90168;60.02;2.25;0.4367;19.41%;25%;;60;15
RunnersFHD5_0_5;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;;0.85814;67.54;1.867;0.3428;18.36%;0%;;60;0
RunnersFHD5_0_75;2;2;1;2;1;2;2;2;2;1;2;2;1;2;1;1;2;2;2;1;2;2;1;2;1;2;2;2;2;1;2;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;;0.83544;53.09;1.683;0.4691;27.87%;0%;;60;0
RunnersFHD5_1;2;2;1;1;1;1;1;2;1;1;2;2;1;1;1;1;2;1;1;1;1;1;2;2;2;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;2;1;1;1;2;2;1;1;1;1;1;;0.81544;43.01;1.283;0.4544;35.41%;0%;;60;0
Runners HD 10 Mbit/H264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RunnersHD10_0_1;4;3;3;4;4;3;3;3;4;2;2;3;3;3;3;4;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;4;3;3;4;4;3;4;4;4;3;3;3;3;3;3;4;3;3;3;3;;0.97902;92.79;3.217;0.4903;15.24%;97%;;60;58
RunnersHD10_0_2;4;3;3;3;3;4;3;3;3;3;3;3;2;4;4;3;3;4;2;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;4;3;3;3;3;3;3;3;4;4;3;3;3;3;3;;0.97857;92.24;3.133;0.4305;13.74%;97%;;60;58
RunnersHD10_0_3   ;1;2;3;3;2;3;2;3;2;2;2;1;2;3;2;2;2;2;3;3;2;2;2;3;3;3;3;2;2;2;2;2;2;3;3;3;3;2;2;2;2;2;3;3;2;3;2;3;2;2;2;2;2;3;2;2;2;2;3;3;;0.93132;81.86;2.333;0.542;23.23%;37%;;60;22
RunnersHD10_0_5;3;2;2;3;2;2;2;3;2;2;1;2;3;2;2;1;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;3;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;;0.87826;67.29;2;0.4871;24.36%;12%;;60;7
RunnersHD10_0_75;3;3;2;1;2;1;2;2;2;2;1;3;2;2;3;2;1;1;1;2;1;1;1;1;2;2;1;1;2;1;1;1;1;1;2;2;1;1;2;1;2;2;2;1;2;1;2;2;2;2;1;3;2;2;2;2;2;1;1;2;;0.8491;60.19;1.667;0.6289;37.73%;8%;;60;5
RunnersHD10_1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.78579;51.88;1.017;0.1291;12.70%;0%;;60;0
Runners HD 15 Mbit/H264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RunnersHD15_0_1;3;3;3;3;3;3;4;3;4;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;4;3;4;3;3;3;3;4;4;3;3;4;4;3;;0.97331;90.11;3.233;0.4265;13.19%;100%;;60;60
RunnersHD15_0_2;3;3;3;4;3;3;3;4;3;3;3;4;3;3;4;3;3;4;3;4;3;3;3;3;3;4;3;3;3;4;3;3;3;3;4;3;3;3;4;3;3;3;3;4;3;3;3;4;3;3;3;4;3;3;4;3;3;4;3;4;;0.97143;89.05;3.267;0.4459;13.65%;100%;;60;60
RunnersHD15_0_3;1;2;2;2;2;2;2;2;2;3;1;2;3;1;3;1;1;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;3;3;2;2;2;2;2;3;2;2;3;2;3;2;2;3;2;2;;0.89359;68.43;2.133;0.5357;25.11%;22%;;60;13
RunnersHD15_0_5;1;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;;0.86457;62.08;1.95;0.3873;19.86%;5%;;60;3
RunnersHD15_0_75;1;2;2;2;1;1;1;1;1;1;1;1;2;2;2;2;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;2;;0.74021;35.07;1.433;0.4997;34.86%;0%;;60;0
RunnersHD15_1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;;0.71766;37.49;1.017;0.1291;12.70%;0%;;60;0
Runners HD 5 Mbit/H264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RunnersHD5_0_1;4;4;3;3;3;4;4;3;4;3;4;5;3;4;4;4;4;4;4;3;3;4;3;3;4;4;3;3;3;3;3;4;3;3;4;4;3;3;3;3;4;4;3;3;3;4;4;3;4;3;4;5;3;4;4;4;4;4;4;3;;0.97591;92.45;3.567;0.5635;15.80%;100%;;60;60
RunnersHD5_0_2;4;4;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;4;3;3;3;3;4;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;4;3;;0.97512;92.27;3.217;0.4155;12.92%;100%;;60;60
RunnersHD5_0_3;3;3;2;3;3;2;3;3;2;3;3;3;3;2;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;3;3;3;3;2;3;3;3;3;3;3;;0.93523;82.18;2.917;0.3814;13.08%;88%;;60;53
RunnersHD5_0_5      ;3;3;3;3;1;1;2;3;3;2;2;2;2;2;3;2;1;2;1;2;3;3;3;2;2;3;3;3;1;3;3;3;3;1;2;3;3;3;1;3;3;3;3;2;2;2;2;3;3;2;2;2;2;2;3;2;2;2;2;2;;0.89957;72.47;2.333;0.6806;29.17%;45%;;60;27
RunnersHD5_0_75;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;1;2;1;2;2;2;2;2;1;2;1;2;1;1;3;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;;0.87281;64.61;1.767;0.4646;26.30%;2%;;60;1
RunnersHD5_1;2;1;1;2;1;1;2;2;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;2;2;2;1;1;2;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;;0.74698;38.83;1.267;0.4459;35.21%;0%;;60;0
Runners UHD 10 Mbit/H264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RunnersUHD10_0_1;3;3;3;3;3;2;3;3;2;3;2;4;4;3;4;4;3;2;3;3;2;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;2;3;3;3;4;3;4;4;3;3;3;3;;0.9736;94.05;2.983;0.5039;16.89%;87%;;60;52
RunnersUHD10_0_2;3;3;3;3;2;4;3;3;3;3;2;3;3;3;3;3;3;2;3;2;2;2;3;2;3;2;2;2;3;3;2;3;3;2;3;2;2;2;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;;0.9686;93.57;2.733;0.4825;17.65%;72%;;60;43
RunnersUHD10_0_3;3;3;3;3;2;2;3;3;3;3;3;2;3;3;3;3;3;2;3;3;2;3;3;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;3;3;3;3;2;2;3;3;3;3;3;2;3;3;3;3;3;2;3;3;;0.94788;89.69;2.583;0.4972;19.25%;58%;;60;35
RunnersUHD10_0_5;2;2;2;1;1;1;1;1;1;1;1;2;2;1;2;3;2;2;2;3;1;1;2;1;1;1;2;1;2;1;1;1;2;1;1;1;2;1;2;1;2;2;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;;0.85574;70.13;1.533;0.5665;36.94%;3%;;60;2
RunnersUHD10_0_75;2;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;2;2;2;1;2;1;1;1;1;1;2;2;2;1;2;1;2;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;1;1;1;1;;0.81989;64.87;1.3;0.4621;35.55%;0%;;60;0
RunnersUHD10_1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.79515;61.63;1;0;0.00%;0%;;60;0
Runners UHD 15 Mbit/H264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RunnersUHD15_0_1;3;2;2;3;2;2;3;2;3;2;1;3;1;3;2;1;1;2;2;3;2;2;2;2;2;2;3;2;3;3;2;2;2;2;2;2;3;2;3;3;3;2;2;3;2;2;2;2;3;2;2;3;2;3;2;2;2;2;2;3;;0.93144;87.1;2.25;0.5712;25.39%;32%;;60;19
RunnersUHD15_0_2   ;1;1;2;2;2;2;2;2;2;2;2;3;2;2;3;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;3;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;;0.89557;78.78;1.95;0.4288;21.99%;7%;;60;4
RunnersUHD15_0_3;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;2;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;1;1;2;1;2;2;1;1;1;1;;0.85137;71.76;1.567;0.4997;31.90%;0%;;60;0
RunnersUHD15_0_5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.7918;63.47;1.133;0.3428;30.25%;0%;;60;0
RunnersUHD15_0_75    ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;;0.72856;55.68;1.033;0.181;17.52%;0%;;60;0
RunnersUHD15_1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.67486;50.27;1;0;0.00%;0%;;60;0
Runners UHD 5 Mbit/H264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RunnersUHD5_0_1;4;3;3;3;3;3;4;3;3;3;3;3;3;3;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;5;3;3;3;4;4;4;3;3;4;3;3;5;3;3;3;3;4;;0.98737;96.81;3.233;0.5326;16.47%;100%;;60;60
RunnersUHD5_0_2;3;3;4;3;3;3;3;4;4;3;3;4;3;3;3;3;3;3;2;4;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;;0.98175;95.23;3.5;0.3407;11.17%;97%;;60;58
RunnersUHD5_0_3;3;3;3;2;2;3;3;2;4;2;2;2;3;2;2;3;3;2;3;2;2;2;2;3;3;3;2;2;3;3;2;2;3;3;3;2;2;3;3;2;3;3;3;2;2;3;3;2;3;3;2;2;3;2;2;3;3;2;3;2;;0.95773;90.31;2.533;0.5357;21.15%;52%;;60;31
RunnersUHD5_0_5      ;2;1;1;3;2;3;3;3;3;3;2;1;1;2;2;2;1;3;1;2;2;2;3;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;1;2;2;1;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;;0.93774;85.59;2.067;0.5783;27.98%;20%;;60;12
RunnersUHD5_0_75;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;2;2;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;;0.91764;81.73;1.6;0.494;30.88%;0%;;60;0
RunnersUHD5_1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.86424;75.95;1;0;0.00%;0%;;60;0
Runners FHD 10 Mbit/H265(HEVC);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RunnersXFHD10_0_1;1;2;1;2;2;2;1;1;2;1;2;1;1;1;1;2;1;1;2;2;1;1;1;2;1;1;2;2;1;1;1;2;1;2;2;2;1;1;2;1;2;1;1;1;1;2;1;1;2;2;1;1;1;2;1;1;2;2;1;1;;0.90205;82.75;1.4;0.494;35.29%;0%;;60;0
RunnersXFHD10_0_2;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;2;1;1;1;1;2;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;;0.87536;81.68;1.167;0.3758;32.21%;0%;;60;0
RunnersXFHD10_0_3;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;2;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;2;2;1;1;1;1;1;2;1;1;1;1;1;1;1;;0.83367;65.53;1.167;0.3758;32.21%;0%;;60;0
RunnersXFHD10_0_5;1;1;1;1;1;1;1;1;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.7678;35.97;1.133;0.3428;30.25%;0%;;60;0
RunnersXFHD10_0_75;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;;0.66766;40.64;1.1;0.3025;27.50%;0%;;60;0
RunnersXFHD10_1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;;0.61861;33.2;1.5;0.2198;20.93%;0%;;60;0
Runners FHD 15 Mbit/H265(HEVC);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RunnersXFHD15_0_1;1;1;1;2;2;2;2;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;1;1;2;1;1;1;2;2;2;2;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;;0.89552;79.46;1.633;0.486;29.75%;0%;;60;0
RunnersXFHD15_0_2;1;2;1;1;2;2;1;2;2;2;1;2;2;1;1;2;2;1;1;2;1;2;2;2;1;1;1;1;2;1;1;2;1;1;2;2;1;2;2;2;1;2;2;1;1;2;2;1;1;2;1;2;2;2;1;1;1;1;2;1;;0.8398;70.2;1.5;0.5042;33.61%;0%;;60;0
RunnersXFHD15_0_3;1;1;1;1;1;2;2;2;1;1;2;2;1;1;1;1;1;2;2;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;1;2;2;1;2;2;1;1;2;2;1;2;1;1;1;1;1;1;1;2;1;;0.77202;64.58;1.333;0.4754;35.65%;0%;;60;0
RunnersXFHD15_0_5;1;2;2;1;2;2;1;1;2;2;1;2;1;1;1;2;1;2;1;1;1;1;2;2;1;2;1;1;1;1;1;2;2;1;2;2;1;1;1;1;1;2;1;1;1;2;1;2;1;2;1;1;2;2;1;2;1;2;1;1;;0.66274;45.58;1.4;0.494;35.29%;0%;;60;0
